"","Term","Ont","N","DE","P.DE","FDR"
"GO:1905929","positive regulation of invadopodium disassembly","BP",1,0,1,1
"GO:1901980","positive regulation of inward rectifier potassium channel activity","BP",1,0,1,1
"GO:0071660","positive regulation of IP-10 production","BP",1,0,1,1
"GO:2000358","positive regulation of kidney smooth muscle cell differentiation","BP",1,0,1,1
"GO:1903197","positive regulation of L-dopa biosynthetic process","BP",1,0,1,1
"GO:1903200","positive regulation of L-dopa decarboxylase activity","BP",1,0,1,1
"GO:1902824","positive regulation of late endosome to lysosome transport","BP",1,0,1,1
"GO:1902078","positive regulation of lateral motor column neuron migration","BP",1,0,1,1
"GO:1904999","positive regulation of leukocyte adhesion to arterial endothelial cell","BP",1,0,1,1
"GO:0035491","positive regulation of leukotriene production involved in inflammatory response","BP",1,0,1,1
"GO:1903002","positive regulation of lipid transport across blood brain barrier","BP",1,0,1,1
"GO:0110113","positive regulation of lipid transporter activity","BP",1,0,1,1
"GO:0140214","positive regulation of long-chain fatty acid import into cell","BP",1,0,1,1
"GO:0032805","positive regulation of low-density lipoprotein particle receptor catabolic process","BP",1,0,1,1
"GO:1901248","positive regulation of lung ciliated cell differentiation","BP",1,0,1,1
"GO:1901492","positive regulation of lymphangiogenesis","BP",1,0,1,1
"GO:1902228","positive regulation of macrophage colony-stimulating factor signaling pathway","BP",1,0,1,1
"GO:2000256","positive regulation of male germ cell proliferation","BP",1,0,1,1
"GO:2000103","positive regulation of mammary stem cell proliferation","BP",1,0,1,1
"GO:0038097","positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway","BP",1,0,1,1
"GO:0070668","positive regulation of mast cell proliferation","BP",1,0,1,1
"GO:2001178","positive regulation of mediator complex assembly","BP",1,0,1,1
"GO:1903343","positive regulation of meiotic DNA double-strand break formation","BP",1,0,1,1
"GO:1902910","positive regulation of melanosome transport","BP",1,0,1,1
"GO:1900827","positive regulation of membrane depolarization during cardiac muscle cell action potential","BP",1,0,1,1
"GO:2000729","positive regulation of mesenchymal cell proliferation involved in ureter development","BP",1,0,1,1
"GO:1902462","positive regulation of mesenchymal stem cell proliferation","BP",1,0,1,1
"GO:2000594","positive regulation of metanephric DCT cell differentiation","BP",1,0,1,1
"GO:2000478","positive regulation of metanephric glomerular visceral epithelial cell development","BP",1,0,1,1
"GO:2000857","positive regulation of mineralocorticoid secretion","BP",1,0,1,1
"GO:2000627","positive regulation of miRNA catabolic process","BP",1,0,1,1
"GO:1901860","positive regulation of mitochondrial DNA metabolic process","BP",1,0,1,1
"GO:0090297","positive regulation of mitochondrial DNA replication","BP",1,0,1,1
"GO:1903465","positive regulation of mitotic cell cycle DNA replication","BP",1,0,1,1
"GO:1905406","positive regulation of mitotic cohesin loading","BP",1,0,1,1
"GO:0045951","positive regulation of mitotic recombination","BP",1,0,1,1
"GO:1902846","positive regulation of mitotic spindle elongation","BP",1,0,1,1
"GO:0110028","positive regulation of mitotic spindle organization","BP",1,0,1,1
"GO:0032773","positive regulation of monophenol monooxygenase activity","BP",1,0,1,1
"GO:1905505","positive regulation of motile cilium assembly","BP",1,0,1,1
"GO:1905485","positive regulation of motor neuron migration","BP",1,0,1,1
"GO:0031439","positive regulation of mRNA cleavage","BP",1,0,1,1
"GO:0014737","positive regulation of muscle atrophy","BP",1,0,1,1
"GO:0035505","positive regulation of myosin light chain kinase activity","BP",1,0,1,1
"GO:2000761","positive regulation of N-terminal peptidyl-lysine acetylation","BP",1,0,1,1
"GO:1902913","positive regulation of neuroepithelial cell differentiation","BP",1,0,1,1
"GO:1902998","positive regulation of neurofibrillary tangle assembly","BP",1,0,1,1
"GO:1900075","positive regulation of neuromuscular synaptic transmission","BP",1,0,1,1
"GO:0032901","positive regulation of neurotrophin production","BP",1,0,1,1
"GO:0070962","positive regulation of neutrophil mediated killing of bacterium","BP",1,0,1,1
"GO:0070963","positive regulation of neutrophil mediated killing of gram-negative bacterium","BP",1,0,1,1
"GO:1901231","positive regulation of non-canonical Wnt signaling pathway via JNK cascade","BP",1,0,1,1
"GO:1901331","positive regulation of odontoblast differentiation","BP",1,0,1,1
"GO:1900143","positive regulation of oligodendrocyte apoptotic process","BP",1,0,1,1
"GO:0070447","positive regulation of oligodendrocyte progenitor proliferation","BP",1,0,1,1
"GO:1903028","positive regulation of opsonization","BP",1,0,1,1
"GO:0090290","positive regulation of osteoclast proliferation","BP",1,0,1,1
"GO:1904120","positive regulation of otic vesicle morphogenesis","BP",1,0,1,1
"GO:2000277","positive regulation of oxidative phosphorylation uncoupler activity","BP",1,0,1,1
"GO:2000376","positive regulation of oxygen metabolic process","BP",1,0,1,1
"GO:2000830","positive regulation of parathyroid hormone secretion","BP",1,0,1,1
"GO:0060406","positive regulation of penile erection","BP",1,0,1,1
"GO:1902310","positive regulation of peptidyl-serine dephosphorylation","BP",1,0,1,1
"GO:0002851","positive regulation of peripheral T cell tolerance induction","BP",1,0,1,1
"GO:0060697","positive regulation of phospholipid catabolic process","BP",1,0,1,1
"GO:1900163","positive regulation of phospholipid scramblase activity","BP",1,0,1,1
"GO:1901409","positive regulation of phosphorylation of RNA polymerase II C-terminal domain","BP",1,0,1,1
"GO:2001165","positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues","BP",1,0,1,1
"GO:0046534","positive regulation of photoreceptor cell differentiation","BP",1,0,1,1
"GO:0090362","positive regulation of platelet-derived growth factor production","BP",1,0,1,1
"GO:0030862","positive regulation of polarized epithelial cell differentiation","BP",1,0,1,1
"GO:1904247","positive regulation of polynucleotide adenylyltransferase activity","BP",1,0,1,1
"GO:1905698","positive regulation of polysome binding","BP",1,0,1,1
"GO:2000975","positive regulation of pro-B cell differentiation","BP",1,0,1,1
"GO:2000176","positive regulation of pro-T cell differentiation","BP",1,0,1,1
"GO:2000184","positive regulation of progesterone biosynthetic process","BP",1,0,1,1
"GO:1902722","positive regulation of prolactin secretion","BP",1,0,1,1
"GO:1902213","positive regulation of prolactin signaling pathway","BP",1,0,1,1
"GO:0061078","positive regulation of prostaglandin secretion involved in immune response","BP",1,0,1,1
"GO:2000541","positive regulation of protein geranylgeranylation","BP",1,0,1,1
"GO:1903638","positive regulation of protein import into mitochondrial outer membrane","BP",1,0,1,1
"GO:1900020","positive regulation of protein kinase C activity","BP",1,0,1,1
"GO:1903572","positive regulation of protein kinase D signaling","BP",1,0,1,1
"GO:0120187","positive regulation of protein localization to chromatin","BP",1,0,1,1
"GO:1903569","positive regulation of protein localization to ciliary membrane","BP",1,0,1,1
"GO:0150032","positive regulation of protein localization to lysosome","BP",1,0,1,1
"GO:1902365","positive regulation of protein localization to spindle pole body","BP",1,0,1,1
"GO:2000436","positive regulation of protein neddylation","BP",1,0,1,1
"GO:1905184","positive regulation of protein serine/threonine phosphatase activity","BP",1,0,1,1
"GO:1903168","positive regulation of pyrroline-5-carboxylate reductase activity","BP",1,0,1,1
"GO:1904477","positive regulation of Ras GTPase binding","BP",1,0,1,1
"GO:1904199","positive regulation of regulation of vascular smooth muscle cell membrane depolarization","BP",1,0,1,1
"GO:1901899","positive regulation of relaxation of cardiac muscle","BP",1,0,1,1
"GO:1901079","positive regulation of relaxation of muscle","BP",1,0,1,1
"GO:2000534","positive regulation of renal albumin absorption","BP",1,0,1,1
"GO:1904728","positive regulation of replicative senescence","BP",1,0,1,1
"GO:1901421","positive regulation of response to alcohol","BP",1,0,1,1
"GO:2001108","positive regulation of Rho guanyl-nucleotide exchange factor activity","BP",1,0,1,1
"GO:0045872","positive regulation of rhodopsin gene expression","BP",1,0,1,1
"GO:2000199","positive regulation of ribonucleoprotein complex localization","BP",1,0,1,1
"GO:2000208","positive regulation of ribosomal small subunit export from nucleus","BP",1,0,1,1
"GO:2000202","positive regulation of ribosomal subunit export from nucleus","BP",1,0,1,1
"GO:1900370","positive regulation of RNA interference","BP",1,0,1,1
"GO:1904268","positive regulation of Schwann cell chemotaxis","BP",1,0,1,1
"GO:0061189","positive regulation of sclerotome development","BP",1,0,1,1
"GO:0061090","positive regulation of sequestering of zinc ion","BP",1,0,1,1
"GO:0014064","positive regulation of serotonin secretion","BP",1,0,1,1
"GO:1904792","positive regulation of shelterin complex assembly","BP",1,0,1,1
"GO:0060381","positive regulation of single-stranded telomeric DNA binding","BP",1,0,1,1
"GO:1904395","positive regulation of skeletal muscle acetylcholine-gated channel clustering","BP",1,0,1,1
"GO:0014810","positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion","BP",1,0,1,1
"GO:1902811","positive regulation of skeletal muscle fiber differentiation","BP",1,0,1,1
"GO:1904206","positive regulation of skeletal muscle hypertrophy","BP",1,0,1,1
"GO:1905901","positive regulation of smooth muscle tissue development","BP",1,0,1,1
"GO:0035543","positive regulation of SNARE complex assembly","BP",1,0,1,1
"GO:1904677","positive regulation of somatic stem cell division","BP",1,0,1,1
"GO:2000755","positive regulation of sphingomyelin catabolic process","BP",1,0,1,1
"GO:1904050","positive regulation of spontaneous neurotransmitter secretion","BP",1,0,1,1
"GO:2000640","positive regulation of SREBP signaling pathway","BP",1,0,1,1
"GO:0098530","positive regulation of strand invasion","BP",1,0,1,1
"GO:1904237","positive regulation of substrate-dependent cell migration, cell attachment to substrate","BP",1,0,1,1
"GO:1904231","positive regulation of succinate dehydrogenase activity","BP",1,0,1,1
"GO:0031337","positive regulation of sulfur amino acid metabolic process","BP",1,0,1,1
"GO:1903755","positive regulation of SUMO transferase activity","BP",1,0,1,1
"GO:0051835","positive regulation of synapse structural plasticity","BP",1,0,1,1
"GO:0045887","positive regulation of synaptic growth at neuromuscular junction","BP",1,0,1,1
"GO:0051914","positive regulation of synaptic plasticity by chemical substance","BP",1,0,1,1
"GO:0010808","positive regulation of synaptic vesicle priming","BP",1,0,1,1
"GO:1905549","positive regulation of telomeric heterochromatin assembly","BP",1,0,1,1
"GO:1904535","positive regulation of telomeric loop disassembly","BP",1,0,1,1
"GO:1901582","positive regulation of telomeric RNA transcription from RNA pol II promoter","BP",1,0,1,1
"GO:1904595","positive regulation of termination of RNA polymerase II transcription","BP",1,0,1,1
"GO:2000806","positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled","BP",1,0,1,1
"GO:2001037","positive regulation of tongue muscle cell differentiation","BP",1,0,1,1
"GO:0045556","positive regulation of TRAIL biosynthetic process","BP",1,0,1,1
"GO:0061586","positive regulation of transcription by transcription factor localization","BP",1,0,1,1
"GO:1901485","positive regulation of transcription factor catabolic process","BP",1,0,1,1
"GO:0061402","positive regulation of transcription from RNA polymerase II promoter in response to acidic pH","BP",1,0,1,1
"GO:0061395","positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance","BP",1,0,1,1
"GO:1901228","positive regulation of transcription from RNA polymerase II promoter involved in heart development","BP",1,0,1,1
"GO:0003257","positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","BP",1,0,1,1
"GO:2000721","positive regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation","BP",1,0,1,1
"GO:0007072","positive regulation of transcription involved in exit from mitosis","BP",1,0,1,1
"GO:0051039","positive regulation of transcription involved in meiotic cell cycle","BP",1,0,1,1
"GO:1904075","positive regulation of trophectodermal cell proliferation","BP",1,0,1,1
"GO:0090044","positive regulation of tubulin deacetylation","BP",1,0,1,1
"GO:1903178","positive regulation of tyrosine 3-monooxygenase activity","BP",1,0,1,1
"GO:2000063","positive regulation of ureter smooth muscle cell differentiation","BP",1,0,1,1
"GO:1903337","positive regulation of vacuolar transport","BP",1,0,1,1
"GO:0106022","positive regulation of vesicle docking","BP",1,0,1,1
"GO:1904973","positive regulation of viral translation","BP",1,0,1,1
"GO:1903954","positive regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization","BP",1,0,1,1
"GO:1905152","positive regulation of voltage-gated sodium channel activity","BP",1,0,1,1
"GO:0060804","positive regulation of Wnt signaling pathway by BMP signaling pathway","BP",1,0,1,1
"GO:0035120","post-embryonic appendage morphogenesis","BP",1,0,1,1
"GO:0003247","post-embryonic cardiac muscle cell growth involved in heart morphogenesis","BP",1,0,1,1
"GO:0035128","post-embryonic forelimb morphogenesis","BP",1,0,1,1
"GO:0035127","post-embryonic limb morphogenesis","BP",1,0,1,1
"GO:0007388","posterior compartment specification","BP",1,0,1,1
"GO:0021827","postnatal olfactory bulb interneuron migration","BP",1,0,1,1
"GO:0098896","postsynaptic early endosome membrane","CC",1,0,1,1
"GO:0099160","postsynaptic intermediate filament cytoskeleton","CC",1,0,1,1
"GO:0099185","postsynaptic intermediate filament cytoskeleton organization","BP",1,0,1,1
"GO:0099630","postsynaptic neurotransmitter receptor cycle","BP",1,0,1,1
"GO:0099189","postsynaptic spectrin-associated cytoskeleton","CC",1,0,1,1
"GO:1990261","pre-mRNA catabolic process","BP",1,0,1,1
"GO:0001546","preantral ovarian follicle growth","BP",1,0,1,1
"GO:0070678","preprotein binding","MF",1,0,1,1
"GO:0099526","presynapse to nucleus signaling pathway","BP",1,0,1,1
"GO:0098830","presynaptic endosome","CC",1,0,1,1
"GO:0098928","presynaptic signal transduction","BP",1,0,1,1
"GO:0048160","primary follicle stage","BP",1,0,1,1
"GO:1990744","primary miRNA methylation","BP",1,0,1,1
"GO:1990729","primary miRNA modification","BP",1,0,1,1
"GO:1903929","primary palate development","BP",1,0,1,1
"GO:0060516","primary prostatic bud elongation","BP",1,0,1,1
"GO:0007538","primary sex determination","BP",1,0,1,1
"GO:0007542","primary sex determination, germ-line","BP",1,0,1,1
"GO:0060682","primary ureteric bud growth","BP",1,0,1,1
"GO:0021740","principal sensory nucleus of trigeminal nerve development","BP",1,0,1,1
"GO:0016402","pristanoyl-CoA oxidase activity","MF",1,0,1,1
"GO:0004657","proline dehydrogenase activity","MF",1,0,1,1
"GO:0102009","proline dipeptidase activity","MF",1,0,1,1
"GO:1905647","proline import across plasma membrane","BP",1,0,1,1
"GO:0071914","prominosome","CC",1,0,1,1
"GO:0039022","pronephric duct development","BP",1,0,1,1
"GO:0039023","pronephric duct morphogenesis","BP",1,0,1,1
"GO:0039003","pronephric field specification","BP",1,0,1,1
"GO:0039007","pronephric nephron morphogenesis","BP",1,0,1,1
"GO:0039020","pronephric nephron tubule development","BP",1,0,1,1
"GO:0039008","pronephric nephron tubule morphogenesis","BP",1,0,1,1
"GO:0072114","pronephros morphogenesis","BP",1,0,1,1
"GO:0007344","pronuclear fusion","BP",1,0,1,1
"GO:0019679","propionate metabolic process, methylcitrate cycle","BP",1,0,1,1
"GO:1902860","propionyl-CoA biosynthetic process","BP",1,0,1,1
"GO:1902858","propionyl-CoA metabolic process","BP",1,0,1,1
"GO:0036505","prosaposin receptor activity","MF",1,0,1,1
"GO:1905344","prostaglandin catabolic process","BP",1,0,1,1
"GO:0090323","prostaglandin secretion involved in immune response","BP",1,0,1,1
